id,quote,author
1732,„Es gibt im Menschen auch ein Dienenwollendes; daher die chevalerie der Franzosen eine servage.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1733,"„Der Mensch unterwirft sich ebenso gern der Autorität, als er sich derselben entzieht, es kommt bloß auf die Epochen an, die ihn zu dem einen oder dem anderem veranlassen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1734,"„Wer von seinem Verstand zum Schaden anderer Gebrauch macht oder diese auch nur dadurch einschränkt, ist insofern unmoralisch.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1735,"„Der Gesang ist völlig produktiv an sich. Gesang und Saitenspiel, die größten Freunde des Menschenlebens.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1736,"„Man kann einem jungen Menschen keine größere Wohltat erweisen, als wenn man ihn rechtzeitig in die Bestimmung seines Lebens einweiht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1737,"„Es ist unglaublich, wieviel der Geist zur Erhaltung des Körpers vermag. Der Geist muß nur dem Körper nicht nachgeben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1738,"„Ich sehe, man mag in die Natur eindringen, von welcher Seite man wolle, man kommt immer auf einige Weisheit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1739,„Er war nunmehr der Länder satt Wo man so viele Kreuze hat Und man für lauter Creuz und Krist Ihn eben und sein Kreuz vergißt.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1740,„In der Liebe mag man nie Helfer und Gesellen.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1741,"„Die Stätte, die ein guter Mensch betrat, ist eingeweiht. Nach hundert Jahren klingt sein Wort und seine Tat dem Enkel wieder.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1742,"„So bleibt die eigentliche Religion ein Inneres, ja Individuelles, denn sie hat ganz allein mit dem Gewissen zu tun, dieses soll erregt, soll beschwichtigt werden.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1743,"„Der letzte Trunk sei nun, mit ganzer Seele, / Als festlich hoher Gruß, dem Morgen zugebracht!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1744,"„Keine Kunst ist's, alt zu werden;/ Es ist Kunst, es zu ertragen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1745,"„Kirschkerne wird niemand kauen; Man kann sie verschlucken, doch nicht verdauen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1746,"„Denn es ist nicht zu leugnen, dass die melodramatische Behandlung sich zuletzt in Gesang auflösen und dadurch erst volle Befriedigung gewähren muss.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1747,"„Die Notwendigkeit immer unter Menschen zu sein, hat mir gut getan. Manche Rostflecken, die eine zu hartnäckige Einsamkeit über uns bringt, schleifen sich da am besten ab.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1748,"„Es ist nichts erbärmlicher in der Welt, als ein unentschlossener Mann, der zwischen zweien Empfindungen schwebt, gern beide vereinigen möchte, und nicht begreift, daß nichts sie vereinigen kann, als eben der Zweifel, die Unruhe, die ihn peinigen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1749,"„Der Humor ist eins der Elemente des Genies, aber sobald er vorwaltet, nur ein Surrogat desselben; er begleitet die abnehmende Kunst, zerstört, vernichtet zuletzt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1750,"„Begegnet uns jemand, der uns Dank schuldig ist, gleich fällt es uns ein. Wie oft können wir jemand begegnen, dem wir Dank schuldig sind, ohne daran zu denken.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1751,"„Was ist der Himmel, was ist die Welt Als das, wofür eben einer sie hält? Was hilft uns alle Herrlichkeit Ohne Seelen-Behaglichkeit?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1752,"„Liegt dir Gestern klar und offen, wirkst du heute kräftig frei, kannst auch auf ein Morgen hoffen, das nicht minder glücklich sei.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1753,"„Ich finde nichts vernünftiger in der Welt, als von den Torheiten anderer Vorteil zu ziehen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1754,"„Guter Gott von deinem Himmel, alte Kinder siehst du und junge Kinder, und nichts weiter; und an welchen du mehr Freude hast, das hat dein Sohn schon lange verkündet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1755,"„Das Tun interessiert, das Getane nicht. (Dieses Wort stammt von dem großen deutschen Dichter Johann Wolfgang von Goethe. Sicher, spannender ist das, was jetzt kommt. Das Neue ist immer aufregend. - Aber in Augenblicken wie diesen ist es wichtig, einen Schritt zurückzutreten, das Getane zu betrachten und zu prüfen. Wenn wir damit zufrieden sind, dann können wir sagen: Weiter so!)“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1756,"„Die modernen Kriege machen viele Menschen unglücklich, solange sie dauern, und niemand glücklich, wenn sie vorüber sind.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1757,"„Er hat die Dornen gefühlt, seine Nachfolger pflücken die Rosen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1758,„Geschrieben steht: Im Anfang war das Wort! Mir hilft der Geist! Auf einmal seh ich Rat und schreib getrost: Im Anfang war die Tat!“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1759,"„Alles, was uns begegnet, läßt Spuren zurück, alles trägt unmerklich zu unserer Bildung bei; doch es ist gefährlich, sich davon Rechenschaft geben zu wollen. Wir werden dabei entweder stolz und lässig oder niedergeschlagen und kleinmütig.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1760,"„Die Dialektik ist die Ausbildung des Widersprechungsgeistes, welcher dem Menschen gegeben, damit er den Unterschied der Dinge erkennen lerne.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1761,"„Es ist mit den Jahren wie mit den sibyllinischen Büchern: Je mehr man ihrer verbrennt, desto teurer werden sie.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1762,"„Das einzige Buch, das auf allen Blättern großen Gehalt bietet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1763,"„Man müsse sich von solchen Grundmaximen ganz durchdringen lassen, überhaupt eines Lehrers Ansichten so in Fleisch und Blut aufnehmen, daß man seine Worte nicht zu wiederholen brauche, ja sie ganz vergessen könne und doch immer den rechten Begriff wieder zu konstruieren, den richtigen Text durch eine entsprechende Maxime zu fixieren vermöge.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1764,"„Wer nicht wie jener unvernünftige Sämann im Evangelio den Samen umherwerfen mag, ohne zu fragen, was davon und wo es aufgeht, der muß sich mit dem Publikum gar nicht abgeben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1765,"„Der eigentliche Obskurantismus ist nicht, daß man die Ausbreitung des Wahren, Klaren, Nützlichen verhindert, sondern daß man das Falsche in Kurs bringt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1766,"„So laßt mich scheinen, bis ich werde.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1767,"„Zum Lichte des Verstandes können wir immer gelangen, aber die Fülle des Herzens kann uns niemand geben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1768,"„Jeder Mensch fühlt sich privilegiert. Diesem Gefühl widerspricht: 1. die Naturnotwendigkeit, 2. die Gesellschaft.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1769,„Genug allein ist jeder ja zu Haus.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1770,"„Die Buchhändler sind alle des Teufels, für sie muß es eine eigene Hölle geben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1771,"„Übers Niederträchtige niemand sich beklage; denn es ist das Mächtige, was man dir auch sage.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1772,"„Das Paradies ist wohl vorbei, allein die Guten bringen es zurück.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1773,"„Das Wahre, Gute und Vortreffliche ist einfach.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1774,"„Licht und Geist, jenes im Physischen, dieser im Sittlichen herrschend, sind die höchsten denkbaren unteilbaren Energien.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1775,"„Wenn die Jugend ein Fehler ist, so legt man ihn sehr bald ab.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1776,"„Alles, was ich erfuhr, ich würzt' es mit süßer Erinnerung, würzt' es mit Hoffnung. Sie sind lieblichste Würze der Welt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1777,"„In welcher unzugänglichen Burg wohnt der Mensch, dem es nur immer ernst um sich und die Sachen ist!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1778,"„Auch hat schon Franklin eine besondere Aversion gegen die Mathematiker, in Absicht auf geselligen Umgang, klar und deutlich ausgedrückt, wo er ihren Kleinigkeits- und Widerspruchsgeist unerträglich findet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1779,"„Es ist immer erbaulich, sich zu überzeugen: dass im hohen Alter die verständige Vernunft, oder, wenn man will, der vernünftige Verstand sich als Stellvertreter der Sinne legitimieren darf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1780,"„Für den Guten bleibt es wohl das höchste Fest, wenn alte Schulden zu entrichten ihm gelingt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1781,„Alle Gelehrsamkeit ist noch kein Urteil!“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1782,"„Ein Kerl, der nicht ein wenig eitel ist, Der mag sich auf der Stelle hängen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1783,"„Der Mensch ist dem Menschen das Interessanteste und sollte ihn vielleicht ganz allein interessieren. Alles andere, was uns umgibt, ist entweder nur Element, in dem wir leben, oder Werkzeug, dessen wir uns bedienen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1784,„Die Reise gleicht einem Spiel; es ist immer Gewinn und Verlust dabei und meist von der unerwarteten Seite.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1785,"„Das Wahre fördert, aus dem Irrtum entwickelt sich nichts, er verwickelt uns nur.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1786,"„Man macht sich immer eine Illusion über die Menschen, besonders über seine Zeit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1787,"„Täler grünen, Hügel schwellen, buschen sich zu Schattenruh, und in schwanken Silberwellen wogt die Saat der Ernte zu.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1788,„In dem Abendmahle sollen die irdischen Lippen ein göttliches Wesen verkörpert empfangen und unter der Form irdischer Nahrung einer himmlischen teilhaftig werden.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1789,"„In stillen Winkeln liegt der Druck des Elends, der Schmerzen auf so viele Menschen; verworfen scheinen sie, weil sie das Glück verwarf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1790,"„Die französischen Worte sind nicht aus geschriebenen lateinischen Worten entstanden, sondern aus gesprochenen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1791,"„Das Falsche hat den Vorteil, dass man immer darüber schwätzen kann.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1792,"„Benutze redlich deine Zeit! - Willst was begreifen, such's nicht weit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1793,"„Was wäre aus mir geworden, wenn ich nicht immer genötigt gewesen wäre, Respekt vor anderen zu haben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1794,"„Um die alten abgeschmackten locos communes [Gemeinplätze] der Menschheit durchzupeitschen, hat Klopstock Himmel und Hölle, Sonne, Mond und Sterne, Zeit und Ewigkeit, Gott und Teufel aufgeboten.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1795,„Der Menschheit ganzer Jammer faßt mich an.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1796,"„Gott gibt die Nüsse, aber er knackt sie nicht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1797,"„Zu allen Zeiten sind es die Individuen, welche für die Wissenschaft gewirkt, nicht das Zeitalter. Das Zeitalter war's, das den Sokrates durch Gift hinrichtete, das Zeitalter, das Hussen verbrannte: die Zeitalter sind sich immer gleich geblieben.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1798,„Ein ausgesprochenes Wort fordert sich selbst wieder.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1799,"„Wäre doch das Blättchen größer, sagt ich mehr und sagt es besser; da es aber gar zu klein, sag ich nur: Gedenke mein!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1800,"„Knaben, denen ja doch alles zum Scherze dienen muß, sich am Schall der Worte, am Fall der Silben ergötzen, und durch eine Art von parodistischem Mutwillen den tiefen Gehalt des edelsten Werks zerstören.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1801,"„Dass Sie zur Heiterkeit des Lebens gelangen, und dazu eben ist die Bearbeitung kleiner Gegenstände das beste Mittel.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1802,"„Nur uns Armen, die wir wenig oder nichts besitzen, ist es gegönnt, das Glück der Freundschaft in reichem Maße zu genießen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1803,"„Versuche, die eigne Autorität zu fundieren: sie ist überall begründet, wo Meisterschaft ist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1804,"„Wenn auch die Welt im ganzen vorschreitet, die Jugend muß doch immer wieder von vorne anfangen und als Individuum die Epochen der Weltkultur durchmachen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1805,"„Lehre tut viel, aber Aufmunterung tut alles.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1806,"„Jeder Augenblick ist von unendlichem Wert, denn er ist der Repräsentant einer ganzen Ewigkeit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1807,"„Wo ich nütze, ist mein Vaterland.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1808,"„Lassen sie uns hübsch diese Jahre daher als Geschenk annehmen, wie wir überhaupt unser ganzes Leben anzusehen haben, und jedes Jahr, das zugelegt wird, mit Dank erkennen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1809,"„Alle Künste lernt und treibt der Deutsche; zu jeder Zeigt er ein schönes Talent, wenn er sie ernstlich ergreift. Eine Kunst nur treibt er und will sie nicht lernen, die Dichtkunst. Darum pfuscht er auch so; Freunde, wir haben's erlebt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1810,"„Es ist der Charakter der Deutschen, daß sie über allem schwer werden, daß alles über ihnen schwer wird.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1811,"„Eine Welt zwar bist du, o Rom, doch ohne die Liebe wäre die Welt nicht die Welt, wäre denn Rom auch nicht Rom.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1812,"„Doch ist es ja kein Geheimnis, dass niemand überzeugt wird, wenn er nicht will.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1813,"„Ich kann das Predigen nicht vertragen, ich glaube, ich habe in meiner Jugend mich daran übergessen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1814,"„Jede Bildung ist ein Gefängnis, an dessen Eisengitter Vorübergehende Ärgernis nehmen, an dessen Mauern sie sich stoßen können; der sich Bildende, darin eingesperrt, stößt sich selbst, aber das Resultat ist eine wirklich gewonnene Freiheit.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1815,"„Und doch, bei aller Unvollständigkeit des Literaturwesens, finden wir tausendfältige Wiederholung, woraus hervorgeht, wie beschränkt des Menschen Geist und Schicksal sei.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1816,"„Es ist besser, es geschehe dir unrecht, als die Welt sei ohne Gesetz. Deshalb füge sich jeder dem Gesetze.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1817,"„Was man nicht bespricht, das bedenkt man auch nicht recht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1818,"„Es gibt so viele offenbare Geheimnisse, weil das Gefühl derselben bei wenigen ins Bewusstsein tritt, und diese denn, weil sie sich und andere zu beschädigen fürchten, eine innere Aufklärung nicht zum Worte kommen lassen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1819,"„Die höheren Forderungen sind an sich schon schätzbarer, auch unerfüllt, als niedrige, ganz erfüllte.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1820,"„Ich habe nur zwei Götter, dich und den Schlaf. Ihr heilet alles an mir, was zu heilen ist, und seid die wechselweisen Mittel gegen die bösen Geister.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1821,"„Auf das empfindsame Volk hab ich nie was gehalten, es werden, kommt die Gelegenheit, nur schlechte Gesellen daraus.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1822,„Die deutlichste Schrift wird unlesbar im Dunkeln.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1823,"„Der denkende Mensch hat die wunderliche Eigenschaft, daß er an die Stelle, wo das ungelöste Problem liegt, gern ein Phantasiebild hineinfabelt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1824,"„Einer spricht nach dem andern, doch wer spricht mit dem andern; nennt man zwei Monologe Gespräch?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1825,"„Die Philosophie war also in der Aufklärung ein mehr oder weniger gesunder und geübter Menschenverstand, der es wagte, ins Allgemeine zu gehen und über innere und äußere Erfahrungen abzusprechen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1826,"„So lang' man lebt, sei man lebendig!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1827,"„Wer sich entschließen kann, besiegt den Schmerz.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1828,"„Unsere Poeten sind seicht, doch das Unglück ließ sich vertuschen, hätten die Kritiker nicht ach! so entsetzlich viel Geist.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1829,„Wie selten kommt ein König zu Verstand.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1830,"„Liebe ist etwas Ideelles, Heiraten etwas Reales. Und nie verwechselt man ungestraft das Ideelle mit dem Realen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1831,„Aufmerksamkeit ist die höchste aller Fertigkeiten und Tugenden.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1832,"„Anschauen, wenn es dir gelingt, Daß es erst ins Inn're dringt, Dann nach außen wiederkehrt: Bist du am herrlichste belehrt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1833,„Ein Bösewicht gelangt zu keiner Größe.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1834,"„Übe dich nur Tag um Tag und du wirst sehn, was das vermag.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1835,"„Aber ein jeder, der in der Ferne ein Land studieren will, er habe es früher nun selbst gesehen oder nicht, wird immer soviel Zeugen aufsuchen, als er nur kann.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1836,"„Wie kann ein junger Mann sich bilden, der nicht eitel ist?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1837,"„Durch Standfestigkeit und Treue in dem gegenwärtigen Zustand ganz allein werden wir der höheren Stufe eines folgenden Wert und sie zu bestreiten fähig, es sei nun hier zeitlich oder ewig.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1838,"„Wenn man sich an der Jugend reibt, wird man selbst wieder jung.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1839,„Im neuen Jahr Glück und Heil./ Auf Weh und Wunden gute Salbe./ Auf groben Klotz ein grober Keil./ Auf einen Schelmen anderthalbe.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1840,"„Die Natur ist wie ein Beil. Grad und einfach geht sie hindurch, und nur die unendliche Modifikation des einzelnen macht es so schwer, sie zu verstehen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1841,"„Es ist ein Glück für die Welt, daß die wenigsten Menschen zu Beobachtern geboren sind.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1842,„Wie sollte sich eine gesunde Jugend nicht schnell wieder herstellen.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1843,"„Wer nicht im Augenblick hilft, scheint mir nie zu helfen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1844,"„Ach, welch ein Unterschied es ist, ob man sich oder andere beurteilt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1845,"„Das sicherste Mittel, ein freundschaftliches Verhältnis zu hegen und zu erhalten, finde ich darin, daß man sich wechselweise mitteile, was man tut. Denn die Menschen treffen viel mehr zusammen in dem, was sie tun, als in dem, was sie denken.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1846,"„Hass gleicht einer Krankheit, dem Miserere, wo man vorne herausgibt, was eigentlich hinten weg sollte.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1847,"„Was ist heilig? Das ist's, was viele Seelen zusammenbindet: bänd' es auch nur leicht, wie die Binse den Kranz. Was ist das Heiligste? Das, was heut und ewig, die Geister, tiefer und tiefer gefühlt, immer nur einiger macht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1848,"„So viele widersetzen sich dem Echten nur deshalb, weil sie zugrunde gehen würden, wenn sie es anerkennen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1849,"„Die Zeit ist unendlich lang und ein jeder Tag ein Gefäß, in das sich sehr viel eingießen läßt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1850,"„Der geringste Mensch kann komplett sein, wenn er sich innerhalb der Grenzen seiner Fähigkeiten und Fertigkeiten bewegt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1851,"„Ich bin für alles zu alt, nur fürs Wahre nicht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1852,"„Aber die Menschen können keine Ruhe halten, und ehe man es sich versieht, ist die Verwirrung wieder obenauf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1853,"„Molière ist so groß, daß man immer von neuem erstaunt, wenn man ihn wieder liest. Er ist ein Mann für sich, seine Stücke grenzen an das Tragische, sie sind apprehensiv [Furcht erweckend], und niemand hat den Mut, es ihm nachzutun.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1854,"„Und wer frenzet oder britet, italienert oder teutschet, einer will nur wie der andre, was die Eigenliebe heischet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1855,"„Wähntest du etwa, Ich sollte das Leben hassen, In Wüsten fliehen, Weil nicht alle Blütenträume reiften?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1856,"„Ich habe bemerkt, daß man aus dem Irrtum sich wie erquickt wieder zu dem Wahren hinwendet.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1857,"„Keiner bescheidet sich gern mit dem Teile, der ihm gebühret, und so habt ihr den Stoff immer und ewig zum Krieg.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1858,„Wissenschaften entfernen sich im Ganzen immer vom Leben und kehren nur durch einen Umweg wieder dahin zurück.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1859,"„Küß' mich, sonst küß' ich dich!“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1860,"„Wer am Zoll sitzt, ohne reich zu werden, ist ein Dummkopf.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1861,"„Die Kritik erscheint wie Ate: sie verfolgt die Autoren, aber hinkend.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1862,„Zerstreutes Wesen führt uns nicht zum Ziel.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1863,"„Hier kann ich eine Betrachtung nicht verschweigen, die ich gemacht habe: dass es nämlich bequemer und leichter sei, die Natur als die Kunst zu beobachten und zu schätzen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1864,„Jedem erscheint sie (die Natur) in einer eigenen Gestalt. Sie verbirgt sich in tausend Namen und Termen und ist immer dieselbe.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1865,"„Jede große Idee, sobald sie in die Erscheinung tritt, wirkt tyrannisch.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1866,"„Den deutschen Mannen gereicht's zum Ruhm, / Dass sie gehasst das Christentum, / Bis Herrn Carolus leidigem Degen / Die edlen Sachsen unterlegen.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1867,„Daß die Verse den poetischen Sinn steigerten oder wohl gar hervorlockten.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1868,„Die Unglücklichen sind gefährlich.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1869,„Durch Liebe wird uns erst etwas zum Besitz.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1870,„Die Jugend will lieber angeregt als unterrichtet sein.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1871,"„Die Natur hat keine Sprache noch Rede, aber sie schafft Zungen und Herzen durch die sie fühlt und spricht.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1872,"„Was immer Du tun kannst oder träumst es zu können, fang damit an.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1873,"„Im Grunde ist es von dem, der Rath verlangt, eine Beschränktheit, und von dem, der ihn gibt, eine Anmaßung.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1874,„Jeder Mensch ist ein Adam; denn jeder wird einmal aus dem Paradies der warmen Gefühle vertrieben.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1875,"„Wer kann was Dummes, wer was Kluges denken, / Das nicht die Vorwelt schon gedacht?“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1876,"„Man muß nur ein Wesen recht von Grund auf lieben, dann kommen einem alle anderen liebenswürdig vor.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1877,"„Dann ist einer durchaus verarmt, wenn die Scham den Schaden umarmt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1878,„Große Talente sind das schönste Versöhnungsmittel.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1879,"„Wer handelt, darf nicht zweifeln; er muß vom Glauben an seine Zwecke, seine Ideale erfüllt und getrieben sein.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1880,„Man erlaubt gern der Wohltätigkeit eine wunderliche Außenseite.“―Johann Wolfgang von Goethe,Johann Wolfgang von Goethe
1881,"„Auf Menschen ist nicht leicht zu wirken, doch auf das willige Papier.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1882,"„Vor einer Revolution ist alles Bestreben, nachher verwandelt sich alles in Forderung.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1883,"„Die Zeit ist vorüber, wo man abenteuerlich in die weite Welt rannte; durch die Bemühungen wissenschaftlicher, weislich beschreibender, künstlerisch nachbildender Weltumreiser sind wir überall bekannt genug, daß wir ungefähr wissen, was zu erwarten sei.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
1884,"„So bleibt für den Heitern doch immer gesorgt, weil immer dem Frohen der Fröhliche borgt.“―Johann Wolfgang von Goethe",Johann Wolfgang von Goethe
